id,listing_url,name,description,host_id,host_name,host_in_state,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,instant_bookable,review_scores_rating,number_of_reviews
30853857,https://www.airbnb.com/rooms/30853857,Blue Ridge Retreat,"Charming, walkable neighborhood close to many great amenities in West Asheville.  Short drive to hiking, breweries, the River Arts District and  many great restaurants. Well behaved dogs are ok. $25 pet fee required<br /><br /><b>The space</b><br />Spacious, clean studio space with coffee bar, television, wifi, large bathroom with tub and shower.<br /><br /><b>Other things to note</b><br />We moved into this new, custom built home in November 2018.  You will feel as if you’re the first to stay here!  Everything feels and works as if it were new because it is!",30784787,Emily,TRUE,within an hour,1.00,1.00,t,1,t,t,Entire guest suite,Entire home/apt,2,1,1,98,2,1125,t,4.94,159
30913262,https://www.airbnb.com/rooms/30913262,Bears' Den on Buffalo Mtn,"Clean & modern space in nature:<br />Fantastic for outdoor enthusiasts...convenient to mountains, trails, and BlueRidge Pkwy. After a day on the trails, grab a beer and a snack at one of the many tasty options nearby. We are an outdoorsy family that loves this town and are happy to share tips on where to ride, hike, see, and taste. <br /><br />This is your perfect getaway spot no matter what-after a day of adventures and fun come to a restful, calm and fresh place and recharge for your next set of activities.<br /><br /><b>The space</b><br />Ah, that fresh clean smell!  Please note we are prioritizing health and safety.  After each guest we carefully clean and then sanitize with disinfectants and microfiber cloths.  We have blocked dates in between bookings so as not to rush the cleaning process.  If you have allergies or other concerns we are happy to provide our cleaning and sanitizing practices and products.  <br /><br />The space in this new home is fully private lower level quarte",67834194,Nana,TRUE,within an hour,1.00,1.00,t,1,t,t,Entire guest suite,Entire home/apt,2,1,1,90,1,6,t,4.99,138
30914894,https://www.airbnb.com/rooms/30914894,"Peaceful, modern retreat with mountain views","Set on two wooded acres, Rainbow Vista is our recently built, mid-century modern retreat overlooking Reeves Cove and Pisgah Nat'l Forest.  We are currently accepting bookings between Thursday afternoons and Tuesday mornings with Tuesday and Wednesday nights reserved for cleaning. If you are interested in booking 7 nights or more, Tuesday and Wednesday nights can be made available... Just ask! <br />Click 'Show More' for additional description.<br /><br /><b>The space</b><br />Relax in the open-plan living space with wood-burning stove, sectional sofa, and large dining table. The large, modern kitchen's island is perfect for preparing meals while conversing with friends and family. The generous covered deck features an outdoor kitchen with grill and pass-through to the indoor kitchen. Both bedrooms offer spectacular mountain views. <br /><br />Two queen-size beds and two full baths make this home perfect for two couples or a family. You are welcome to use books, games, and television. T",57783175,Craig,FALSE,N/A,N/A,N/A,t,1,t,t,Entire residential home,Entire home/apt,5,2,2,219,4,62,t,5,60
31018757,https://www.airbnb.com/rooms/31018757,Pink House on Floyd,"This beautiful, freshly renovated 3-bedroom house with a hot tub, spacious deck, and large fenced yard is super convenient to both Asheville and Biltmore. Located only 1/3 mile from the Blue Ridge Parkway, this home offers comfortable indoor space and a beautiful outdoor setting only 12 minutes from downtown Asheville and 8 minutes from the Biltmore House.<br /><br />Well behaved dogs are welcome at our rentals! Pet fee is $50.<br /><br /><b>The space</b><br />This comfortable 3 bedroom house has room for the whole family, as well as a beautiful deck with a patio set, hot tub, and large fenced yard for your furry friends.  It's equipped with wifi, two smart televisions, and cable service to keep everyone entertained on rainy days.<br /><br /><b>Guest access</b><br />Guests have access to the entire home except for one closet off the master bedroom in which we store supplies for the next guests.<br /><br /><b>Other things to note</b><br />Please accurately represent the number of people",105838974,Leland,TRUE,within an hour,1.00,0.98,t,3,t,t,Entire residential home,Entire home/apt,6,3,5,195,2,14,f,4.85,136
31071936,https://www.airbnb.com/rooms/31071936,Bonus Amenities Will  Please 5 Minutes to Downtown,"Newly Remodeled with a Modern Rustic feel. Boasting a private entrance and walkout French Door access from the bedroom. Wheelchair accessible entryways and shower. Just walking distance to restaurants, shops, and the River Arts District. Sleeping arrangements- 1 King Bed & 1 Queen Sofa Bed, 2 Flat Screens and Work Area/High top breakfast bar. All just minutes from Downtown Asheville. about a 20 minute walk or 5 minute drive.<br /><br /><b>The space</b><br />This amazing remodeled home blends a rustic flair of Asheville Pine flooring and natural wood backsplash with modern furniture and decor. All the items in the home were purchased brand new in 2017, it features 10ft. ceilings, 12ft. barn wood sliding double-doors and beautiful bright colors. Plus our bonus amenities are sure to please!<br /><br />You’ll enjoy spacious rooms over 20’ long and all the amenities you can want for your stay. Enjoy waking up to a view of the Pisgah mountains in the morning with your coffee, tea or nightcap",72663636,Gordon & Kimberly,TRUE,N/A,N/A,N/A,f,2,t,t,Entire rental unit,Entire home/apt,4,1,2,83,2,31,t,4.94,51
31072759,https://www.airbnb.com/rooms/31072759,Dutch Colonial for 2 in downtown West Asheville,"Hello and welcome to my lovely early 1900s Dutch Colonial Revival home. There is room for 2 guests at this home. This gem is conveniently located just 2 blocks from West Asheville! Take a stroll down to Oyster House Brewing Comp or catch some live music at The Mothlight. Only a 10 minute drive to downtown Asheville, The Biltmore Estate, or the River Arts District.  This is a 3 bedroom 2 bath home with original oak floors, a huge back deck to watch the sunset on, and a charming garden.<br /><br /><b>The space</b><br />It is just me and my rescue beagle Darwin at the house. You will have one bedroom, use of the entire home, and your own private bathroom.<br /><br /><b>Guest access</b><br />Free street parking right in front of the house<br /><br /><b>Other things to note</b><br />Complimentary coffee & tea",159145532,Shawna,TRUE,within a day,1.00,0.00,f,1,t,t,Private room in residential home,Private room,2,1,1,99,3,30,f,4.96,24
31087353,https://www.airbnb.com/rooms/31087353,Modern Condo in the Heart of Downtown Asheville,"Park your car and leave it for your whole stay! This luxury condo is located in the middle of Downtown Asheville. You will be steps away from Asheville's famous restaurants, breweries, and independent stores. This is the perfect Asheville location!<br /><br /><b>The space</b><br />Rankin Press Lofts is a modern/industrial masterpiece with exposed brick throughout, original wood floors, concrete counter-tops, and modern furnishings. <br /><br />The bedroom has a Queen bed with a Tempurpedic mattress, and two each of side-sleeper and down pillows. A dresser and full closet will store all your belongings comfortably. There is also a full stack washer/dryer, iron and ironing board for your convenience.<br /><br />An outdoor balcony with a cozy bistro table is perfect for and evening glass of wine or your morning coffee. Everything you need is included for your stay, including: linens, towels and bath products, cookware and cooking utensils. Just show up and relax! <br /><br />Parking is al",75750895,John,TRUE,within an hour,1.00,1.00,t,1,t,t,Entire condominium (condo),Entire home/apt,2,1,1,241,2,30,f,4.97,210
31089456,https://www.airbnb.com/rooms/31089456,Mountain Air King size bed Nice & Quiet,"Very spacious stress relieving Arts and Crafts home in a desirable West Asheville. Within 15 minutes of Downtown, shops and dining.<br />Partially fenced backyard for privacy. Enough private parking for 6 school buses! Screened porch with swings. Spacious open floor plan, 9 ft ceilings and big windows help you to enjoy the Mountain Air, relax and rewind. <br />Quiet family neighborhood. We are occupying the second floor and are very respectful of your privacy.<br /><br /><b>The space</b><br />Friendly safe neighborhood, less than 15 min from the River Arts  District and ~ 20 min from Biltmore, but away from stress and heavy traffic.<br />Your home away from home will be the entire private master suite (with inner lock) with a master shower, toilet, and a spacious walk in closet.<br />You will also have another private half bath off the kitchen, living room, shared laundry and full kitchen with oven, mini fridge, pantry, microwave.<br />There will be tea, coffee, and snacks to start you",232285385,Olga,FALSE,N/A,N/A,N/A,t,1,t,f,Private room in residential home,Private room,2,1,1,88,1,30,f,5,29
31142872,https://www.airbnb.com/rooms/31142872,West Asheville Home with Downtown Views,"This West Asheville home is just a mile from Haywood Road's restaurants, breweries, and bars and only 2 miles from downtown. Visiting in the fall or winter? Then you'll also be able to wake up to the sunrise over the downtown Asheville skyline from your bedroom window! Winter views of downtown can also be enjoyed from the dining room table or while sipping coffee or wine from the back deck.<br /><br /><b>The space</b><br />Guests will be given a unique code to use for key-less access throughout their stay. Upon entrance to the house, you will step into the open concept living room, dining room, kitchen, and work space, which are all available for your use. <br /><br />A welcome gift and a detailed guest manual--complete with my extensive list of Asheville recommendations--will be provided on the kitchen island for you. <br /><br />Your private bedroom is complete with a queen size bed, closet space, drawer space, and beautiful sunrise views from the window!<br /><br />Asheville is an e",88802284,Kelly,TRUE,within an hour,1.00,1.00,t,1,t,t,Entire residential home,Entire home/apt,2,1,1,103,2,7,t,5,103
31186872,https://www.airbnb.com/rooms/31186872,Moonrise Motel - Walk to Downtown AVL + River Arts,"ATTENTION FILM LOVERS: <br />This fantastical Wes Anderson-inspired Airbnb is the perfect space for you! <br /><br />Enjoy thoughtfully selected decor inspired by beloved Wes Anderson films. The quirky, retro vibes are sure to charm even those who aren’t as familiar! <br /><br />This sleek, modern new-construction home is centered between historic downtown Asheville, eclectic West Asheville, and the vibrant River Arts District (RAD). Guests will be mere minutes away from just about everything Asheville has to offer.<br /><br /><b>The space</b><br />LOCATION, LOCATION, LOCATION!<br />Proximity to Everything Asheville has to Offer:<br /><br />• Downtown restaurants, bars, and breweries | 22-minute walk or 7-minute drive, 1.0 miles<br />• 24+ vibrant art studios/galleries in the River Arts District (RAD), Wedge Brewing Co., Bull and Beggar, District Wine Bar | 6-minute walk, 0.3 miles<br />• South Slope restaurants and breweries | 16-minute walk, 0.7 miles<br />• New Belgium Brewery |12-m",170251520,Mel,TRUE,within an hour,1.00,1.00,t,1,t,t,Entire guest suite,Entire home/apt,2,1,1,127,2,30,f,4.98,106
31194218,https://www.airbnb.com/rooms/31194218,Historic Urban Getaway Stroll Downtown w/ Parking,"This beautiful light-filled, well-appointed apartment is located on the main floor of a historic home in the heart of thriving Five Points neighborhood, connecting downtown, the greenway, UNC Asheville and beloved Montford. Downtown Asheville's best restaurants, bars and breweries are an easy walk from this central location. This urban home is a delightful base for exploring Asheville. The apartment is a permitted short-term rental.  Note we have another unit upstairs https://abnb.me/mcqrNiIK96<br /><br /><b>The space</b><br />Built in 1910, the building which houses two vacation rental apartments on the first and second floor respectively, overlooks downtown. Purchased by new owners, the house was totally renovated in 2018. <br /><br />The downstairs apartment: A private entrance leads visitors into an airy space that overlooks downtown with great nighttime city views. The spacious and comfortable 850 square-foot apartment offers a comfy living room, an eat-in kitchen and a private fr",6074062,Melissa,TRUE,within an hour,0.98,0.96,t,11,t,t,Entire rental unit,Entire home/apt,4,2,2,196,1,21,f,4.96,97
31208516,https://www.airbnb.com/rooms/31208516,"Rose Ranch Montford 2, central, sterile, secluded","Totally separate from main house, light and cozy, your room has a private entrance and private bath. I sanitize everything thoroughly in between guests.<br /><br />Can be rented in conjunction with ""Rose Ranch Montford 1,"" allowing up to 2 additional guests. In Montford, 20 minute brisk walk to downtown. Wonderful, friendly, diverse neighborhood, 2 blocks from the Historic Riverside Cemetery.  Many trees and Victorian homes. Great for walking, running, biking and getting exercise while social distancing!<br /><br /><b>The space</b><br />I have instituted extra cleaning and sanitizing regimes for your entire space, ensuring peace of mind for all. For guests with longer stays, we can provide access to our washer and dryer upon request.<br /><br />The bedroom and bath have been fully updated with new fixtures, windows, walls and floors, cork in the bedroom and marble in the bath. There is an electric log fireplace for extra heat with a romantic flickering flame. Mini frig, electric teapot",156490057,Alicia,TRUE,within an hour,1.00,1.00,t,2,t,f,Private room in residential home,Private room,2,1,2,63,2,30,f,4.9,100
31219623,https://www.airbnb.com/rooms/31219623,Rustic Cabin located near Downtown Asheville,"This rustic yet elegantly decorated log cabin captures the spirit of Asheville. The private, wooded setting is the perfect backdrop for soaking in the hot tub or rocking on the front porch. After you've watched the sun go down, driving 5 miles to downtown for a night of fine cuisine and entertainment couldn't be simpler. If you love the attractions that both civilization and Mother Nature have to offer, stay with us and experience the best of both worlds.<br /><br /><b>The space</b><br />We are less than 5 miles from downtown Asheville and only 20 minutes from the Biltmore Estate.",233498433,Reese,TRUE,within an hour,1.00,1.00,t,1,t,f,Entire cabin,Entire home/apt,6,2,3,250,2,14,t,4.84,51
31241544,https://www.airbnb.com/rooms/31241544,Cottage Under the Blue Ridge,"Enjoy everything Asheville has to offer! Take a short walk through the backyard to hit the Mountain to Sea Trail for a scenic hike on the Blue Ridge Parkway or hop on by car approx two miles away to enjoy breathtaking scenery of the Blue Ridge Mountains.  Start your day enjoying coffee on the peaceful front porch in the rocking chairs, or an afternoon nap in the hammock, and then to downtown less than 10 minutes away to your choice of incredible restaurants, breweries and shopping!<br /><br /><b>The space</b><br />Our cottage is completely furnished with a beautiful stone fireplace and gas logs. The sofa turns into a queen bed with a comfortable memory foam mattress. <br />Enjoy a fully equipped kitchen including a full fridge, microwave, toaster, blender, crockpot, Keurig coffee maker with an assortment of coffee and tea. <br />We provide hairdryers in both bathrooms as well as soaps, shampoo, and conditioner. <br />All linens and towels are provided and a full washer and dryer with d",233729575,Becky,TRUE,within an hour,0.96,1.00,t,1,t,f,Entire cottage,Entire home/apt,6,2,2,126,2,1125,t,5,231
31242607,https://www.airbnb.com/rooms/31242607,"Cane Creek house, close to Asheville.","Fresh new construction on quiet street 5 mins from Asheville airport and WNC Ag center,  only 20 mins to downtown Asheville. Sleeps 6 comfortably. Sierra Nevada Brewery only 10 mins away. Just around the corner from Fletcher park with scenic walking trails and a playground. Minutes from Taylor Ranch if visiting for a wedding.<br />This house will fulfill all your needs after a day out enjoying Asheville & the surrounding area. Easy access to amazing biking with storage space in the garage for bikes.<br /><br /><b>The space</b><br />This is a detached home all on one level.All new construction.Beautiful fully stocked kitchen with everything you need to prepare meals.Cathedral ceilings in living area,Ceiling fans in all bedrooms for your comfort.Smart TV in house so you can log in to Netflix. <br />European style comforters with covers on all beds make for a relaxing stay.<br /><br /><b>Guest access</b><br />Full access to home.One car garage with opener.Covered back deck with dining tab",233743672,Liz,TRUE,within an hour,1.00,1.00,t,1,t,t,Entire residential home,Entire home/apt,6,3,4,251,2,30,f,4.97,72
31260007,https://www.airbnb.com/rooms/31260007,"New, Contemporary South Slope Townhome with Private Elevator and Rooftop Terrace","Welcome to your contemporary home-away-from-home in Asheville, NC! This gorgeous and modern (2 BR/2 BA/2 half BA) townhome is brand-new, sleek, and outfitted with some rare perks, like a private elevator and private fourth-floor roof top terrace, with incredible views of downtown Asheville. With four floors of living space, there's more than enough room for your group of six. All of this is steps from South Slope, and less than a mile from downtown Asheville, craft breweries, and the famed Biltmore Estate; while you're surrounded by the stunning natural beauty of the Blue Ridge Mountains. The convenience of this location, the well appointed rooms, and the extravagance and comfort of a private elevator and roof top terrace will have you counting down the days until you can visit again!<br />Security cameras, for your safety, are located at the front and back exteriors of the property. This is a residential complex; please be mindful of your neighbors and refer to the quiet hours and HOA",167186184,Towns,TRUE,within an hour,1.00,1.00,t,60,t,t,Entire townhouse,Entire home/apt,6,2,4,381,1,365,t,4.97,94
31260089,https://www.airbnb.com/rooms/31260089,Almost Heaven Cabin-Asheville,"Almost Heaven Log Cabin is the perfect mountain getaway for just one couple or a group. This sweet Appalachian style cabin is located on a private road with wooded surroundings.<br /><br />Listen to the mountain brook that runs beside the cabin while relaxing on the porch. Only a 10 minute drive to grocery store and 20 minutes to downtown Asheville.   Great romantic getaway and plenty of space for a group.<br /><br /><b>The space</b><br />One of the best features of this cozy cabin is its convenient location being only 20 minutes to downtown Asheville and many attractions like Biltmore Estate, antique shops and breweries.    <br /><br />Located in beautiful Riceville valley, the cabin has a lot of warmth and character with 1800 sf. of space.  It has original pine wood floors and updated appliances and TVs.   It’s nestled in the trees in a wildlife habitat, located at 3000 ft. elevation. <br /><br />The cabin has with plenty of space and light spread over 3 levels.  Relax on the big sof",62122218,Wende,TRUE,N/A,N/A,N/A,t,2,t,f,Entire cabin,Entire home/apt,5,3,4,281,3,31,t,5,50
31267687,https://www.airbnb.com/rooms/31267687,New luxury in the heart of downtown,"Explore Asheville from this beautiful new condo located in the heart of downtown. Warm and inviting, this professionally designed space will be your perfect home away from home during your stay in our amazing town. From the custom hardwood floors throughout the space to the well appointed kitchen and in-unit laundry you'll be well rested and ready to explore. Secure parking means one less thing to worry during your stay. Enjoy your morning coffee while taking in mountain views from the balcony before heading out into town. Minutes walk from all that downtown has to offer; visit the breweries, restaurants, music venues and galleries that Asheville is famous for without ever having to look for your car keys.<br /><br /><br />The Space:<br /><br />Located in the brand new Asheland building in downtown Asheville the condo is luxuriously appointed. Designed with comfort in mind a full gourmet kitchen provides for lunch before hitting the hiking trails, or those nights that you just want to ",167186184,Towns,TRUE,within an hour,1.00,1.00,t,60,t,t,Entire condominium (condo),Entire home/apt,4,1,2,252,1,365,t,4.87,91
31315518,https://www.airbnb.com/rooms/31315518,"New, Luxury Condo in Downtown Asheville Condotel Unit #307","Welcome to The Ashe Den on Asheland Avenue! <br /><br />The Ashe Den is a new luxury condo in the heart of downtown Asheville. This 3 bedroom, 3 bath third floor condo comfortably accommodates your party of up to 8 people:<br />    1 en-suite Master with 1 King bed; bathroom has 2 sinks and a shower<br />    1 en-suite Master with 2 Queen beds; bathroom has 2 sinks and a shower<br />    1 Guest room with 1 king, directly across from an additional full bathroom<br /><br />The kitchen, living room and eating area are all well appointed for a comfy and stunning home away from home. The bar seats 4 and the table seats 4, but the table can pull out and seat up to 6 if you would like to gather around. You can also toast to vacation on the spacious, mountain-view balcony!<br /><br />This unit has all of the premium amenities you can imagine and is ideal for your traveling family or group!<br /><br />All of your Downtown and South Slope destinations are extremely walkable:<br />    Tupelo Hone",167186184,Towns,TRUE,within an hour,1.00,1.00,t,60,t,t,Entire condominium (condo),Entire home/apt,8,3,4,466,1,365,t,4.77,47
31318558,https://www.airbnb.com/rooms/31318558,"New, Luxury Condo in Downtown Asheville Condotel Unit #500","New luxury condominium in the heart of downtown Asheville. This 1 bedroom and 1 bath unit has all the premium amenities you can imagine. New appliances, bedding, and furniture create a stunning accommodation for you and your loved ones to relax and enjoy yourself. Located on the 5th floor, this residence features a full kitchen, dining room, living room, and balcony. You'll fall in love with this new condominium and it will become your frequent place of lodging while in Asheville.<br /><br /><b>Guest access</b><br />This condo is located in a secured building that is only accessible with the lobby and parking garage access codes; you will receive these upon booking confirmation. The elevator opens to the garage and lobby for convenient access from your vacation rental. There is ONE dedicated parking spot for this condo; any additional vehicles must park elsewhere (no exceptions). Information for additional parking is listed below. <br /><br />There is a private pay lot that is located ",167186184,Towns,TRUE,within an hour,1.00,1.00,t,60,t,t,Entire condominium (condo),Entire home/apt,4,1,2,281,1,365,t,4.89,66
31318559,https://www.airbnb.com/rooms/31318559,"New, Luxury Condo in Downtown Asheville Condotel Unit #504","New luxury condominium in the heart of downtown Asheville. This 2 bedroom and 2 bath unit has all the premium amenities you can imagine. New appliances, bedding, and furniture create a stunning accommodation for you and your loved ones to relax and enjoy yourself. Located on the 5th floor, this residence features a full kitchen, dining room, living room, and balcony. You'll fall in love with this new condominium and it will become your frequent place of lodging while in Asheville.<br /><br /><b>The space</b><br />New luxury condominium in the heart of downtown Asheville. This 2 bedroom and 2 bath unit has all the premium amenities you can imagine. New appliances, bedding, and furniture create a stunning accommodation for you and your loved ones to relax and enjoy yourself. Located on the 5th floor, this corner unit residence features a full kitchen, dining room, living room, and balcony. You'll fall in love with this new condominium and it will become your frequent place of lodging whi",167186184,Towns,TRUE,within an hour,1.00,1.00,t,60,t,t,Entire condominium (condo),Entire home/apt,6,2,3,309,1,365,t,4.96,49
31318560,https://www.airbnb.com/rooms/31318560,"New, Luxury Condo in Downtown Asheville Condotel~45 Asheland Ave. Unit #305","New luxury condominium in the heart of downtown Asheville. This 2 bedroom and 2 bath unit has all the premium amenities you can imagine. New appliances, bedding, and furniture create a stunning accommodation for you and your loved ones to relax and enjoy yourself. Located on the 3rd floor, this residence features a full kitchen, dining room, living room, and balcony. You'll fall in love with this new condominium and it will become your frequent place of lodging while in Asheville.<br /><br /><b>Guest access</b><br />This condo is located in a secured building that is only accessible with the lobby and parking garage access codes; you will receive these upon booking confirmation. The elevator opens to the garage and lobby for convenient access from your vacation rental. There is ONE dedicated parking spot for this condo; any additional vehicles must park elsewhere (no exceptions). Information for additional parking is listed below. <br /><br />There is a private pay lot that is located ",167186184,Towns,TRUE,within an hour,1.00,1.00,t,60,t,t,Entire condominium (condo),Entire home/apt,6,2,3,281,1,365,t,4.82,76
31318561,https://www.airbnb.com/rooms/31318561,"New, Luxury Condo in Downtown Asheville Condotel~45 Asheland Ave. Unit #505","New luxury condominium in the heart of downtown Asheville. This 2 bedroom and 2 bath unit has all the premium amenities you can imagine. New appliances, bedding, and furniture create a stunning accommodation for you and your loved ones to relax and enjoy yourself. Located on the 5th floor, this residence features a full kitchen, dining room, living room, and balcony. You'll fall in love with this new condominium and it will become your frequent place of lodging while in Asheville.<br /><br /><b>The space</b><br />This condominium is pet friendly. There will be a $75 non-refundable pet fee. This will not be included in your payment to Airbnb. Guests will need to contact Towns Property Management, Inc. to provide a credit card for this fee. If Towns Property Management, Inc. has not received this payment prior to check-in, they reserve the right to cancel the reservation and no refund will be issued to the guest.<br /><br /><b>Guest access</b><br />This condo is located in a secured buil",167186184,Towns,TRUE,within an hour,1.00,1.00,t,60,t,t,Entire condominium (condo),Entire home/apt,6,2,3,366,1,365,t,4.91,68
31318562,https://www.airbnb.com/rooms/31318562,"New, Luxury Condo in Downtown Asheville Condotel~45 Asheland Ave. Unit #406","New luxury condominium in the heart of downtown Asheville. This 2 bedroom and 2 full bath unit has all the premium amenities you can imagine. New appliances, bedding, 4k TVs, and furniture create a stunning accommodation for you and your loved ones to relax and enjoy yourself. Located on the 4th floor, this residence features a fully equipped kitchen with gas range, dining room and living room. In the morning, watch the sun rise from the balcony and in the evening enjoy grilling out with Weber natural gas grill.  The queen pull-out sleeper sofa enables comfortable accommodations for up to 6 people.  You'll fall in love with this new condominium and it will become your frequent place of lodging while in Asheville.<br /><br /><b>Guest access</b><br />This condo is located in a secured building that is only accessible with the lobby and parking garage access codes; you will receive these upon booking confirmation. The elevator opens to the garage and lobby for convenient access from your ",167186184,Towns,TRUE,within an hour,1.00,1.00,t,60,t,t,Entire condominium (condo),Entire home/apt,6,2,3,324,1,365,t,4.8,40
31318563,https://www.airbnb.com/rooms/31318563,"Views, Downtown Asheville, New Luxury Condo!","Stunning new 5th floor condo in the heart of downtown Asheville - steps from numerous restaurants and breweries. Enjoy sweeping views of downtown and mountain vistas through large windows in every room, or relaxing on your private balcony. Luxurious 2 bedrooms and 2 bathrooms, open floor plan, full kitchen, and additional sleeping options-all designed and accessorized with premium amenities to meet your needs. Simply park your carand walk to loads of food, shopping, and fun. All are welcome!<br /><br /><b>The space</b><br />Clean, accommodating, spacious and relaxing - designed to be your home away from home. Comfortable accommodates up to 6 guests with ensuite master bedroom, guest bedroom, half bath, plus queen size sleeper sofa in the living area. Large walk in showers for easy accessibility in both baths. <br /><br />Plenty of seating for all to gather around the kitchen island and dining table or simply relax in the living room. Plus a balcony to take in the views while enjoying m",167186184,Towns,TRUE,within an hour,1.00,1.00,t,60,t,t,Entire condominium (condo),Entire home/apt,6,2,3,324,1,365,t,4.79,73
31318564,https://www.airbnb.com/rooms/31318564,"New, Luxury Condo in Downtown Asheville Condotel Unit #407","New luxury condominium in the heart of downtown Asheville. This 3 bedroom and 3 bath unit has all the premium amenities you can imagine. New appliances, bedding, and furniture create a stunning accommodation for you and your loved ones to relax and enjoy yourself. Located on the 4th floor, this residence features a full kitchen, dining room, living room, and balcony. You'll fall in love with this new condominium and it will become your frequent place of lodging while in Asheville.<br /><br /><b>Guest access</b><br />This condo is located in a secured building that is only accessible with the lobby and parking garage access codes; you will receive these upon booking confirmation. The elevator opens to the garage and lobby for convenient access from your vacation rental. There is ONE dedicated parking spot for this condo; any additional vehicles must park elsewhere (no exceptions). Information for additional parking is listed below. <br /><br />There is a private pay lot that is located ",167186184,Towns,TRUE,within an hour,1.00,1.00,t,60,t,t,Entire condominium (condo),Entire home/apt,8,3,4,481,1,365,t,4.79,57
31318566,https://www.airbnb.com/rooms/31318566,"New, Luxury Condo in Downtown Asheville Condotel Unit #507","New luxury condominium in the heart of downtown Asheville. This 3 bedroom and 3 bath unit has all the premium amenities you can imagine. New appliances, bedding, and furniture create a stunning accommodation for you and your loved ones to relax and enjoy yourself. Located on the 5th floor, this residence features a full kitchen, dining room, living room, and balcony. You'll fall in love with this new condominium and it will become your frequent place of lodging while in Asheville.<br /><br /><b>The space</b><br />New luxury condominium in the heart of downtown Asheville. This 3 bedroom and 3 bath unit has all the premium amenities you can imagine. New appliances, bedding, and furniture create a stunning accommodation for you and your loved ones to relax and enjoy yourself. Located on the 5th floor, this residence features a full kitchen, dining room, living room, and balcony. You'll fall in love with this new condominium and it will become your frequent place of lodging while in Ashevi",167186184,Towns,TRUE,within an hour,1.00,1.00,t,60,t,t,Entire condominium (condo),Entire home/apt,8,3,4,409,1,365,t,4.83,66
31321220,https://www.airbnb.com/rooms/31321220,"New, Luxury Condo in Downtown Asheville Condotel Unit #403","New luxury condominium in the heart of downtown Asheville. This ADA Accessible 2 bedroom and 2 bath corner unit has all the premium amenities you can imagine. New appliances, bedding, and furniture create a stunning accommodation for you and your loved ones to relax and enjoy yourself. Located on the 4th floor, this residence features a full kitchen, dining room, living room and balcony. Wide doorways accommodate wheelchairs and the large Master Bath has a walk-in shower with bench and grab bars. Living room includes a queen sleeper sofa to accommodate additional guests. With western mountain views you'll fall in love with this new condominium and it will become your frequent place of lodging while in Asheville. <br /><br />*King beds in both bedrooms<br />*Queen sleeper sofa<br />*Full kitchen with upgraded appliances and everything you need to prepare meals <br />*Washer/Dryer<br />*Balcony<br />*Free WiFi<br />*Cable TV in each room<br />*Iron & ironing board<br />*Hair dryers<br />",167186184,Towns,TRUE,within an hour,1.00,1.00,t,60,t,t,Entire condominium (condo),Entire home/apt,6,2,3,324,1,365,t,4.78,36
31327477,https://www.airbnb.com/rooms/31327477,Biltmore and Downtown!,"Relax in this vibrant, newer construction home, fitted with all the essentials you need to enjoy your time in the Asheville mountains.  Large, spacious rooms with large kitchen and open floor plan.  Located just 3 miles to the heart of downtown with breweries, local restaurants,art galleries,shops and all the eclectic vibes that make Asheville unique and fun to explore.  Biltmore village and Estate one mile away. High speed WiFi with sanitation our TOP priority!!<br /><br /><b>The space</b><br />This charming home has an incredible location to everything you will want to do while in Asheville. <br /><br />Tastefully decorated with both an urban feel, and a taste of the mountains.  You immediately feel at home and relaxed, like you were meant to be here. (The Asheville mountains will have that effect!). Our cleaning company is thoroughly applying the cleaning guidelines set out by the CDC and Airbnb and take this responsibility seriously.  Our cleaners sanitize all touch surfaces, sanit",25041828,Sarah,TRUE,within an hour,0.96,1.00,t,4,t,t,Entire guest suite,Entire home/apt,2,1,1,150,2,120,t,4.88,24
31337044,https://www.airbnb.com/rooms/31337044,Newly renovated apartment with private entrance,"Well lit and newly renovated basement apartment with private entrance. Located in east Asheville; less than 10 minutes from downtown. Situated in a peaceful, quiet neighborhood. A family of three lives upstairs. There is a queen bed in the bedroom and a new queen sleeper sofa  in the common space area. Kitchen has a mini fridge with freezer, a microwave, toaster, and a coffee maker. Netflix and Amazon streaming available but there is no cable service. A covered deck adjoins the apartment. Enjoy!<br /><br /><b>The space</b><br />There is no smoking/vaping on the property. The wood stove is off limits to guests.<br /><br /><b>Guest access</b><br />You have access to the entire basement apartment, which has a separate entrance.<br /><br /><b>Other things to note</b><br />There is a gas grill available for use on the covered deck. A washer and dryer are available for long term guests. There is an air purification system installed in the HVAC unit.",234441008,Angela,TRUE,within an hour,1.00,1.00,t,1,t,f,Entire residential home,Entire home/apt,4,1,2,112,2,1125,t,4.95,39
